,overall_rating,potential,wage,release_clause_euro,reactions,value
1461,55,62,1000.0,195000.0,58,100000.0
1462,64,74,1000.0,1700000.0,59,725000.0
1463,68,68,3000.0,357000.0,63,210000.0
1464,72,77,7000.0,4622436.456796832,66,3500000.0
1465,68,73,9000.0,2400000.0,64,1200000.0
1466,62,77,4000.0,1400000.0,55,550000.0
1467,67,68,4000.0,1500000.0,53,900000.0
1468,61,71,2000.0,748000.0,42,325000.0
1469,72,72,16000.0,4800000.0,62,2400000.0
1470,71,82,4000.0,5000000.0,63,3500000.0
1471,67,67,5000.0,891000.0,60,575000.0
1472,72,79,27000.0,7100000.0,69,3700000.0
1473,74,74,16000.0,8900000.0,67,4400000.0
1474,66,67,4000.0,4622436.456796832,57,625000.0
1475,56,63,1000.0,202000.0,47,130000.0
1476,60,61,2000.0,225000.0,47,170000.0
1477,66,66,4000.0,158000.0,60,90000.0
1478,69,69,3000.0,1200000.0,60,950000.0
1479,71,72,7000.0,4000000.0,62,2700000.0
1480,67,67,7000.0,1100000.0,62,750000.0
1481,67,67,5000.0,788000.0,63,450000.0
1482,63,74,1000.0,761000.0,65,525000.0
1483,69,69,4000.0,1100000.0,69,700000.0
1484,66,76,11000.0,4622436.456796832,64,1000000.0
1485,68,74,3000.0,1800000.0,63,1000000.0
1486,69,72,5000.0,1500000.0,65,1100000.0
1487,63,63,2000.0,540000.0,58,400000.0
1488,71,74,5000.0,3800000.0,62,2500000.0
1489,62,62,5000.0,218000.0,60,150000.0
1490,66,77,5000.0,4622436.456796832,57,975000.0
1491,68,75,4000.0,4622436.456796832,61,1300000.0
1492,69,69,9000.0,569000.0,67,325000.0
1493,66,66,10000.0,1000000.0,60,600000.0
1494,71,71,31000.0,4500000.0,74,2400000.0
1495,66,83,1000.0,3000000.0,60,1400000.0
1496,65,68,1000.0,784000.0,46,550000.0
1497,67,67,1000.0,1000000.0,59,750000.0
1498,69,69,7000.0,1400000.0,65,750000.0
1499,65,65,3000.0,761000.0,65,525000.0
1500,69,69,4000.0,1300000.0,63,750000.0
1501,68,71,6000.0,1900000.0,58,925000.0
1502,59,59,1000.0,18000.0,54,10000.0
1503,68,70,8000.0,1700000.0,64,1100000.0
1504,59,69,1000.0,506000.0,58,220000.0
1505,74,74,6000.0,3400000.0,69,2300000.0
1506,52,70,1000.0,238000.0,48,100000.0
1507,67,67,3000.0,744000.0,64,425000.0
1508,66,74,2000.0,1400000.0,62,825000.0
1509,66,66,2000.0,158000.0,54,90000.0
1510,73,73,26000.0,7500000.0,71,4000000.0
1511,62,72,2000.0,675000.0,57,375000.0
1512,68,72,3000.0,1800000.0,70,825000.0
1513,62,62,1000.0,324000.0,48,240000.0
1514,66,73,4000.0,4622436.456796832,62,775000.0
1515,72,72,7000.0,3900000.0,70,3000000.0
1516,69,69,1000.0,1800000.0,62,825000.0
1517,63,66,2000.0,684000.0,56,375000.0
1518,67,67,4000.0,805000.0,59,575000.0
1519,62,74,1000.0,4622436.456796832,46,550000.0
1520,54,63,2000.0,167000.0,52,90000.0
1521,62,68,4000.0,740000.0,55,400000.0
1522,70,70,9000.0,2100000.0,68,1200000.0
1523,74,74,44000.0,5300000.0,69,3100000.0
1524,65,65,9888.37143663562,4622436.456796832,65,2481203.67102012
1525,57,68,3000.0,304000.0,49,160000.0
1526,55,56,9888.37143663562,4622436.456796832,49,2481203.67102012
1527,67,67,9000.0,875000.0,64,700000.0
1528,60,60,3000.0,298000.0,63,170000.0
1529,75,75,9888.37143663562,4622436.456796832,72,2481203.67102012
1530,71,80,8000.0,4622436.456796832,65,3700000.0
1531,70,70,12000.0,1200000.0,61,725000.0
1532,68,68,4000.0,1500000.0,60,725000.0
1533,66,73,2000.0,1500000.0,63,900000.0
1534,62,73,1000.0,810000.0,58,450000.0
1535,62,63,1000.0,371000.0,62,280000.0
1536,55,65,1000.0,231000.0,54,140000.0
1537,74,74,16000.0,8700000.0,69,4400000.0
1538,66,67,2000.0,801000.0,64,525000.0
1539,65,74,2000.0,1400000.0,62,725000.0
1540,66,76,2000.0,1500000.0,66,875000.0
1541,67,71,1000.0,1600000.0,65,975000.0
1542,64,64,5000.0,600000.0,63,300000.0
1543,65,65,1000.0,574000.0,67,425000.0
1544,63,72,2000.0,900000.0,59,500000.0
1545,66,66,2000.0,325000.0,56,260000.0
1546,52,69,1000.0,169000.0,49,90000.0
1547,65,65,2000.0,60000.0,71,40000.0
1548,58,68,4000.0,420000.0,57,200000.0
1549,68,68,7000.0,1400000.0,68,650000.0
1550,51,61,1000.0,117000.0,43,60000.0
1551,61,69,1000.0,4622436.456796832,51,325000.0
1552,72,72,27000.0,5400000.0,65,3100000.0
1553,65,72,11000.0,4622436.456796832,58,650000.0
1554,69,69,5000.0,4622436.456796832,63,600000.0
1555,69,69,8000.0,1500000.0,65,1100000.0
1556,66,73,3000.0,1300000.0,67,775000.0
1557,66,66,3000.0,1200000.0,57,675000.0
1558,77,77,26000.0,4622436.456796832,73,2700000.0
1559,58,59,2000.0,207000.0,49,120000.0
1560,61,74,1000.0,839000.0,51,425000.0
1561,64,72,1000.0,1400000.0,47,575000.0
1562,74,75,9888.37143663562,4622436.456796832,70,2481203.67102012
1563,74,74,11000.0,4300000.0,72,2800000.0
1564,63,63,4000.0,525000.0,58,300000.0
1565,65,67,2000.0,784000.0,60,550000.0
1566,64,64,2000.0,473000.0,65,350000.0
1567,69,73,4000.0,1600000.0,65,1200000.0
1568,64,73,4000.0,1400000.0,63,700000.0
1569,61,70,1000.0,520000.0,50,325000.0
1570,67,67,3000.0,1100000.0,63,800000.0
1571,62,72,1000.0,829000.0,58,425000.0
1572,63,74,2000.0,1300000.0,55,550000.0
1573,64,81,5000.0,2000000.0,66,800000.0
1574,65,65,1000.0,616000.0,67,425000.0
1575,66,85,15000.0,3300000.0,53,1300000.0
1576,65,70,2000.0,961000.0,54,725000.0
1577,57,67,2000.0,332000.0,44,170000.0
1578,71,85,9000.0,13600000.0,68,5000000.0
1579,71,71,29000.0,4300000.0,73,2300000.0
1580,70,70,4000.0,180000.0,59,120000.0
1581,62,70,2000.0,553000.0,53,325000.0
1582,72,75,15000.0,4622436.456796832,70,3900000.0
1583,72,72,7000.0,2900000.0,69,1800000.0
1584,65,72,1000.0,1100000.0,60,550000.0
1585,64,78,1000.0,2300000.0,56,950000.0
1586,67,67,3000.0,911000.0,64,675000.0
1587,69,74,1000.0,2000000.0,65,1400000.0
1588,69,69,3000.0,656000.0,67,375000.0
1589,69,76,4000.0,3400000.0,61,1500000.0
1590,66,85,3000.0,2700000.0,61,1300000.0
1591,75,75,10000.0,3800000.0,77,2400000.0
1592,62,68,2000.0,723000.0,67,425000.0
1593,65,74,4000.0,1200000.0,61,725000.0
1594,62,62,2000.0,213000.0,74,170000.0
1595,73,83,2000.0,8000000.0,63,5000000.0
1596,63,71,2000.0,1300000.0,54,550000.0
1597,57,69,3000.0,4622436.456796832,56,190000.0
1598,60,78,1000.0,1100000.0,50,450000.0
1599,72,72,21000.0,4622436.456796832,63,2500000.0
1600,70,81,20000.0,5600000.0,63,2700000.0
1601,56,66,1000.0,202000.0,57,130000.0
1602,70,71,3000.0,2900000.0,61,1800000.0
1603,71,79,1000.0,4600000.0,72,3000000.0
1604,68,77,4000.0,2200000.0,65,1200000.0
1605,68,68,8000.0,1300000.0,50,675000.0
1606,69,69,7000.0,1300000.0,71,925000.0
1607,64,70,3000.0,866000.0,61,525000.0
1608,52,69,1000.0,188000.0,49,100000.0
1609,65,66,3000.0,669000.0,58,425000.0
1610,70,70,3000.0,2200000.0,68,1400000.0
1611,59,68,2000.0,408000.0,59,240000.0
1612,73,73,5000.0,3900000.0,67,3100000.0
1613,57,71,1000.0,415000.0,55,200000.0
1614,68,68,2000.0,875000.0,68,700000.0
1615,62,62,4000.0,396000.0,58,240000.0
1616,62,76,2000.0,1200000.0,58,600000.0
1617,65,66,2000.0,763000.0,60,500000.0
1618,69,69,15000.0,475000.0,65,250000.0
1619,64,64,2000.0,831000.0,54,475000.0
1620,66,67,1000.0,891000.0,62,625000.0
1621,67,68,2000.0,928000.0,62,700000.0
1622,57,63,2000.0,329000.0,51,140000.0
1623,67,80,4000.0,2700000.0,60,1300000.0
1624,60,74,9000.0,1100000.0,48,450000.0
1625,70,70,7000.0,2000000.0,73,1300000.0
1626,72,78,29000.0,9000000.0,67,4300000.0
1627,68,70,3000.0,1200000.0,61,875000.0
1628,67,67,3000.0,788000.0,64,525000.0
1629,71,71,10000.0,3300000.0,68,1800000.0
1630,71,79,14000.0,4622436.456796832,70,3000000.0
1631,54,64,1000.0,195000.0,44,100000.0
1632,67,74,4000.0,1500000.0,63,900000.0
1633,64,66,1000.0,894000.0,54,550000.0
1634,72,75,17000.0,4622436.456796832,72,3200000.0
1635,72,78,9888.37143663562,4622436.456796832,66,2481203.67102012
1636,66,66,3000.0,1200000.0,53,675000.0
1637,72,75,4000.0,6600000.0,74,3900000.0
1638,67,67,4000.0,1300000.0,69,725000.0
1639,71,76,6000.0,5000000.0,59,3200000.0
1640,65,73,5000.0,1500000.0,57,800000.0
1641,63,64,2000.0,384000.0,54,290000.0
1642,56,66,1000.0,248000.0,53,150000.0
1643,72,79,8000.0,6400000.0,61,4400000.0
1644,62,84,1000.0,1600000.0,58,600000.0
1645,70,76,10000.0,4600000.0,61,2400000.0
1646,66,66,3000.0,906000.0,64,625000.0
1647,68,78,3000.0,2300000.0,62,1300000.0
1648,50,65,1000.0,113000.0,54,60000.0
1649,63,71,1000.0,926000.0,49,475000.0
1650,71,71,12000.0,5100000.0,69,2500000.0
1651,68,78,12000.0,4622436.456796832,60,1400000.0
1652,60,63,1000.0,292000.0,64,220000.0
1653,60,75,1000.0,1100000.0,56,400000.0
1654,67,67,3000.0,653000.0,66,450000.0
1655,67,72,4000.0,1600000.0,62,1000000.0
1656,69,72,5000.0,2100000.0,66,1100000.0
1657,72,72,13000.0,3800000.0,69,2500000.0
1658,63,72,2000.0,808000.0,57,425000.0
1659,72,76,13000.0,4622436.456796832,70,3300000.0
1660,63,69,2000.0,866000.0,61,525000.0
1661,66,77,4000.0,2100000.0,54,975000.0
1662,57,72,1000.0,505000.0,49,200000.0
1663,71,71,16000.0,3800000.0,66,2300000.0
1664,59,77,1000.0,819000.0,46,290000.0
1665,62,63,1000.0,427000.0,54,280000.0
1666,68,69,10000.0,4622436.456796832,65,1100000.0
1667,69,69,4000.0,1100000.0,72,850000.0
1668,65,68,9888.37143663562,4622436.456796832,56,2481203.67102012
1669,63,66,2000.0,548000.0,55,300000.0
1670,73,73,12000.0,5100000.0,73,2700000.0
1671,60,66,2000.0,396000.0,55,240000.0
1672,71,71,4000.0,3600000.0,63,2200000.0
1673,66,66,3000.0,1000000.0,62,700000.0
1674,66,71,2000.0,1800000.0,65,850000.0
1675,68,68,6000.0,1300000.0,65,575000.0
1676,60,71,1000.0,508000.0,52,350000.0
1677,71,76,2000.0,4300000.0,70,2600000.0
1678,72,72,10000.0,4622436.456796832,73,2500000.0
1679,69,70,9000.0,1700000.0,62,1000000.0
1680,68,73,4000.0,1600000.0,64,1200000.0
1681,72,73,20000.0,5000000.0,69,2800000.0
1682,63,77,1000.0,1300000.0,54,675000.0
1683,69,75,4000.0,2800000.0,57,1400000.0
1684,54,61,1000.0,105000.0,39,70000.0
1685,63,75,1000.0,906000.0,57,625000.0
1686,51,61,1000.0,98000.0,40,50000.0
1687,66,70,2000.0,1100000.0,65,700000.0
1688,72,82,8000.0,8500000.0,59,5000000.0
1689,68,69,3000.0,1700000.0,65,1100000.0
1690,62,70,2000.0,638000.0,59,375000.0
1691,62,79,3000.0,1400000.0,52,550000.0
1692,62,62,1000.0,260000.0,61,200000.0
1693,62,62,2000.0,413000.0,54,250000.0
1694,63,63,2000.0,420000.0,63,240000.0
1695,68,73,3000.0,1700000.0,65,1000000.0
1696,68,68,4000.0,1500000.0,63,950000.0
1697,64,67,3000.0,867000.0,60,475000.0
1698,72,72,15000.0,4100000.0,59,2400000.0
1699,68,68,12000.0,1700000.0,60,875000.0
1700,72,79,16000.0,9800000.0,62,4500000.0
1701,73,77,8000.0,9500000.0,66,4300000.0
1702,65,65,3000.0,825000.0,64,550000.0
1703,54,74,1000.0,306000.0,43,130000.0
1704,61,75,1000.0,1500000.0,58,550000.0
1705,62,62,1000.0,313000.0,50,250000.0
1706,71,71,29000.0,4700000.0,69,2500000.0
1707,56,65,1000.0,231000.0,48,140000.0
1708,53,67,1000.0,276000.0,54,130000.0
1709,72,72,12000.0,4300000.0,67,2400000.0
1710,57,80,1000.0,587000.0,44,230000.0
1711,65,75,3000.0,4622436.456796832,62,725000.0
1712,67,67,5000.0,788000.0,61,525000.0
1713,53,70,1000.0,245000.0,52,110000.0
1714,64,69,7000.0,839000.0,53,425000.0
1715,70,74,3000.0,3800000.0,61,2300000.0
1716,70,70,8000.0,1800000.0,64,1000000.0
1717,64,64,6000.0,594000.0,60,475000.0
1718,70,70,5000.0,2200000.0,69,1400000.0
1719,64,73,1000.0,1000000.0,70,675000.0
1720,75,75,25000.0,8400000.0,70,4900000.0
1721,64,79,2000.0,1900000.0,51,950000.0
1722,71,76,10000.0,4200000.0,68,2700000.0
1723,69,69,9000.0,1200000.0,68,600000.0
1724,59,62,1000.0,292000.0,57,160000.0
1725,70,73,15000.0,4622436.456796832,69,2300000.0
1726,54,70,1000.0,244000.0,57,130000.0
1727,70,70,5000.0,3300000.0,60,1900000.0
1728,70,73,11000.0,4622436.456796832,65,1800000.0
1729,67,86,10000.0,3900000.0,58,1600000.0
1730,62,77,1000.0,1200000.0,53,625000.0
1731,61,69,2000.0,544000.0,58,375000.0
1732,68,68,1000.0,215000.0,66,100000.0
1733,62,68,1000.0,690000.0,57,300000.0
1734,66,71,3000.0,1100000.0,64,725000.0
1735,69,69,8000.0,1400000.0,66,1100000.0
1736,65,65,4000.0,1000000.0,58,575000.0
1737,69,69,5000.0,1500000.0,64,1100000.0
1738,65,66,3000.0,1000000.0,59,650000.0
1739,62,73,2000.0,866000.0,48,525000.0
1740,66,75,10000.0,4622436.456796832,49,1000000.0
1741,55,71,1000.0,499000.0,53,190000.0
1742,66,67,4000.0,1200000.0,64,750000.0
1743,62,73,1000.0,1000000.0,52,525000.0
1744,71,71,9000.0,2800000.0,65,1800000.0
1745,66,76,1000.0,2200000.0,56,900000.0
1746,74,74,1000.0,8800000.0,70,4200000.0
1747,61,65,1000.0,339000.0,55,230000.0
1748,73,73,14000.0,6200000.0,71,3100000.0
1749,60,71,2000.0,4622436.456796832,60,350000.0
1750,58,61,1000.0,172000.0,54,130000.0
1751,50,61,1000.0,58000.0,53,40000.0
1752,75,75,15000.0,4000000.0,75,2700000.0
1753,64,64,2000.0,450000.0,44,300000.0
1754,53,63,1000.0,109000.0,53,70000.0
1755,71,77,6000.0,5800000.0,67,3200000.0
1756,69,69,9888.37143663562,4622436.456796832,66,2481203.67102012
1757,61,61,1000.0,189000.0,52,140000.0
1758,69,69,8000.0,765000.0,66,425000.0
1759,73,73,20000.0,4600000.0,74,2700000.0
1760,57,64,1000.0,273000.0,58,140000.0
1761,65,65,3000.0,919000.0,63,525000.0
1762,70,71,7000.0,3900000.0,52,2100000.0
1763,60,67,1000.0,347000.0,55,210000.0
1764,71,71,14000.0,4100000.0,67,2400000.0
1765,72,72,16000.0,808000.0,71,425000.0
1766,61,70,5000.0,4622436.456796832,59,325000.0
1767,61,61,1000.0,33000.0,58,20000.0
1768,70,70,5000.0,3100000.0,65,1800000.0
1769,70,82,9000.0,5300000.0,59,3100000.0
1770,62,65,1000.0,496000.0,59,325000.0
1771,59,61,1000.0,199000.0,54,150000.0
1772,59,69,9888.37143663562,4622436.456796832,44,2481203.67102012
1773,73,77,9888.37143663562,4622436.456796832,64,2481203.67102012
1774,54,66,1000.0,158000.0,46,90000.0
1775,66,66,6000.0,919000.0,60,525000.0
1776,67,70,1000.0,1400000.0,65,950000.0
1777,65,67,4000.0,921000.0,65,550000.0
1778,57,70,1000.0,404000.0,49,160000.0
1779,59,67,9888.37143663562,4622436.456796832,45,2481203.67102012
1780,73,77,4000.0,6300000.0,74,4300000.0
1781,57,72,1000.0,467000.0,44,210000.0
1782,59,65,4000.0,389000.0,54,210000.0
1783,61,61,4000.0,409000.0,58,190000.0
1784,58,71,1000.0,436000.0,61,210000.0
1785,61,61,2000.0,245000.0,55,140000.0
1786,60,81,1000.0,1100000.0,54,400000.0
1787,63,66,3000.0,1000000.0,56,450000.0
1788,71,72,5000.0,3900000.0,70,2300000.0
1789,51,71,1000.0,158000.0,46,70000.0
1790,51,60,1000.0,88000.0,45,50000.0
1791,67,70,3000.0,1200000.0,64,925000.0
1792,60,60,2000.0,298000.0,56,170000.0
1793,72,73,27000.0,5800000.0,71,3000000.0
1794,60,65,1000.0,441000.0,49,280000.0
1795,69,69,10000.0,1800000.0,68,1100000.0
1796,64,72,2000.0,1100000.0,59,675000.0
1797,68,77,2000.0,2200000.0,64,1400000.0
1798,61,73,4000.0,893000.0,45,425000.0
1799,66,73,4000.0,2100000.0,57,925000.0
1800,54,68,1000.0,263000.0,52,140000.0
1801,70,70,6000.0,1600000.0,71,975000.0
1802,60,72,1000.0,544000.0,58,375000.0
1803,73,73,15000.0,6500000.0,72,3600000.0
1804,63,76,3000.0,1300000.0,56,625000.0
1805,61,69,2000.0,619000.0,48,375000.0
1806,71,71,13000.0,3500000.0,68,1800000.0
1807,69,76,4000.0,2200000.0,66,1200000.0
1808,71,71,3000.0,3500000.0,59,2500000.0
1809,68,73,7000.0,1900000.0,61,1200000.0
1810,69,74,3000.0,2000000.0,65,1400000.0
1811,58,67,1000.0,247000.0,51,170000.0
1812,64,69,1000.0,915000.0,61,600000.0
1813,58,72,2000.0,4622436.456796832,45,270000.0
1814,51,71,1000.0,224000.0,54,70000.0
1815,65,65,2000.0,831000.0,61,475000.0
1816,59,74,1000.0,4622436.456796832,46,325000.0
1817,64,74,3000.0,1500000.0,52,725000.0
1818,67,67,2000.0,297000.0,60,180000.0
1819,61,78,2000.0,1000000.0,62,475000.0
1820,70,70,4000.0,2100000.0,68,1600000.0
1821,65,65,1000.0,375000.0,70,300000.0
1822,69,80,8000.0,3700000.0,58,1800000.0
1823,71,72,3000.0,3900000.0,68,2300000.0
1824,68,68,5000.0,450000.0,71,300000.0
1825,65,65,3000.0,683000.0,64,525000.0
1826,57,67,1000.0,286000.0,47,130000.0
1827,64,78,17000.0,2600000.0,66,975000.0
1828,54,63,2000.0,215000.0,54,110000.0
1829,59,65,1000.0,385000.0,57,220000.0
1830,63,76,1000.0,1400000.0,62,625000.0
1831,59,63,1000.0,242000.0,53,170000.0
1832,59,59,2000.0,194000.0,56,90000.0
1833,65,74,2000.0,2000000.0,63,850000.0
1834,68,68,4000.0,1100000.0,67,750000.0
1835,66,79,2000.0,2400000.0,54,1200000.0
1836,67,77,1000.0,2200000.0,67,1200000.0
1837,65,69,2000.0,928000.0,49,700000.0
1838,73,76,5000.0,5700000.0,65,3500000.0
1839,66,70,2000.0,1300000.0,61,825000.0
1840,71,71,7000.0,2900000.0,60,1800000.0
1841,72,72,12000.0,4900000.0,70,3300000.0
1842,71,72,6000.0,3200000.0,68,1900000.0
1843,58,72,1000.0,510000.0,48,240000.0
1844,70,71,5000.0,4500000.0,73,2100000.0
1845,61,71,2000.0,578000.0,55,350000.0
1846,64,67,1000.0,677000.0,59,475000.0
1847,65,65,4000.0,700000.0,58,400000.0
1848,58,75,1000.0,514000.0,54,260000.0
1849,63,70,1000.0,866000.0,57,525000.0
1850,68,77,6000.0,2400000.0,65,1000000.0
1851,69,69,6000.0,1700000.0,61,1100000.0
1852,61,67,1000.0,683000.0,52,350000.0
1853,54,65,1000.0,153000.0,51,90000.0
1854,62,69,1000.0,723000.0,56,425000.0
1855,58,58,1000.0,160000.0,60,110000.0
1856,70,70,8000.0,2300000.0,66,1300000.0
1857,64,64,3000.0,831000.0,64,475000.0
1858,58,61,1000.0,212000.0,57,160000.0
1859,66,72,2000.0,1300000.0,58,875000.0
1860,74,74,14000.0,9300000.0,68,4900000.0
1861,57,72,3000.0,530000.0,58,210000.0
1862,66,66,5000.0,1300000.0,57,675000.0
1863,71,78,9000.0,5700000.0,73,3300000.0
1864,74,74,17000.0,10000000.0,70,5000000.0
1865,67,67,6000.0,418000.0,65,220000.0
1866,66,75,7000.0,1400000.0,64,750000.0
1867,61,73,1000.0,619000.0,63,375000.0
1868,66,76,1000.0,2000000.0,59,875000.0
1869,63,78,2000.0,1600000.0,57,775000.0
1870,63,63,2000.0,40000.0,65,20000.0
1871,73,73,61000.0,4622436.456796832,69,3200000.0
1872,59,59,1000.0,163000.0,52,130000.0
1873,68,68,2000.0,805000.0,59,575000.0
1874,62,67,2000.0,534000.0,62,350000.0
1875,63,71,2000.0,798000.0,56,550000.0
1876,73,73,14000.0,5000000.0,75,2500000.0
1877,67,67,2000.0,814000.0,67,525000.0
1878,66,66,2000.0,455000.0,62,260000.0
1879,69,73,4000.0,1800000.0,66,1100000.0
1880,56,62,1000.0,140000.0,38,90000.0
1881,58,66,1000.0,231000.0,54,140000.0
1882,72,83,1000.0,10700000.0,70,4700000.0
1883,58,71,2000.0,501000.0,53,220000.0
1884,59,67,1000.0,391000.0,46,230000.0
1885,63,68,2000.0,730000.0,62,400000.0
1886,63,63,1000.0,450000.0,61,290000.0
1887,72,72,6000.0,680000.0,66,425000.0
1888,67,80,8000.0,3700000.0,61,1500000.0
1889,69,69,10000.0,1700000.0,68,825000.0
1890,56,76,1000.0,513000.0,43,180000.0
1891,69,81,5000.0,2600000.0,66,1500000.0
1892,63,63,1000.0,238000.0,50,190000.0
1893,67,78,6000.0,3100000.0,61,1300000.0
1894,63,64,1000.0,464000.0,62,350000.0
1895,58,67,2000.0,247000.0,58,170000.0
1896,50,73,1000.0,144000.0,50,60000.0
1897,55,64,1000.0,170000.0,53,100000.0
1898,67,68,2000.0,998000.0,62,700000.0
1899,60,63,1000.0,345000.0,55,260000.0
1900,60,72,1000.0,578000.0,52,350000.0
1901,62,71,2000.0,855000.0,60,475000.0
1902,68,68,4000.0,688000.0,52,550000.0
1903,73,77,10000.0,4622436.456796832,65,4400000.0
1904,66,80,3000.0,2800000.0,55,1400000.0
1905,62,62,1000.0,290000.0,64,200000.0
1906,67,73,4000.0,4622436.456796832,64,750000.0
1907,62,74,1000.0,866000.0,56,525000.0
1908,68,68,6000.0,1000000.0,61,675000.0
1909,73,73,24000.0,6600000.0,66,3500000.0
1910,69,69,3000.0,1000000.0,67,825000.0
1911,69,70,7000.0,1600000.0,64,950000.0
1912,67,73,2000.0,1500000.0,62,1000000.0
1913,47,66,1000.0,139000.0,38,50000.0
1914,68,77,7000.0,2500000.0,68,1200000.0
1915,57,74,1000.0,501000.0,50,220000.0
1916,66,66,2000.0,455000.0,66,350000.0
1917,60,68,2000.0,495000.0,62,300000.0
1918,62,62,2000.0,58000.0,45,40000.0
1919,64,74,1000.0,1100000.0,57,725000.0
1920,66,69,2000.0,962000.0,59,675000.0
1921,73,73,17000.0,6200000.0,68,3100000.0
1922,72,72,5000.0,2100000.0,64,1600000.0
1923,62,77,1000.0,1300000.0,57,675000.0
1924,64,64,1000.0,175000.0,61,140000.0
1925,77,77,21000.0,10500000.0,76,5000000.0
1926,59,69,1000.0,451000.0,62,220000.0
1927,67,82,4000.0,4200000.0,66,1600000.0
1928,72,78,20000.0,4622436.456796832,70,4200000.0
1929,58,68,1000.0,350000.0,52,200000.0
1930,69,73,7000.0,2300000.0,67,1400000.0
1931,65,65,3000.0,963000.0,54,550000.0
1932,70,73,12000.0,4000000.0,70,2300000.0
1933,65,79,9000.0,4622436.456796832,57,1200000.0
1934,68,69,3000.0,1200000.0,61,850000.0
1935,64,69,3000.0,763000.0,63,500000.0
1936,68,74,4000.0,2100000.0,62,1200000.0
1937,69,69,9000.0,1100000.0,67,875000.0
1938,64,64,1000.0,473000.0,62,270000.0
1939,68,69,7000.0,2400000.0,63,1100000.0
1940,60,71,1000.0,508000.0,47,350000.0
1941,62,76,1000.0,1200000.0,48,600000.0
1942,61,61,2000.0,473000.0,61,270000.0
1943,64,67,2000.0,867000.0,57,475000.0
1944,66,67,3000.0,1000000.0,63,575000.0
1945,65,65,6000.0,834000.0,50,575000.0
1946,68,69,2000.0,4622436.456796832,63,850000.0
1947,61,71,8000.0,760000.0,48,400000.0
1948,54,69,1000.0,255000.0,36,120000.0
1949,72,72,14000.0,5700000.0,77,3000000.0
1950,69,74,4000.0,3100000.0,64,1400000.0
1951,62,69,1000.0,581000.0,57,375000.0
1952,71,71,10000.0,4622436.456796832,69,2400000.0
1953,56,73,2000.0,394000.0,51,190000.0
1954,67,69,4000.0,1700000.0,52,950000.0
1955,67,67,1000.0,325000.0,68,260000.0
1956,68,74,3000.0,2200000.0,69,1200000.0
1957,68,70,4000.0,2000000.0,63,900000.0
1958,52,68,1000.0,188000.0,53,100000.0
1959,61,61,4000.0,420000.0,61,240000.0
1960,68,78,6000.0,4622436.456796832,53,1500000.0
1961,65,65,3000.0,891000.0,65,575000.0
1962,68,68,6000.0,1000000.0,71,825000.0
1963,54,72,1000.0,291000.0,47,140000.0
1964,68,72,12000.0,4622436.456796832,65,825000.0
1965,55,69,1000.0,319000.0,42,170000.0
1966,63,63,4000.0,648000.0,73,350000.0
1967,67,69,3000.0,1200000.0,60,750000.0
1968,64,64,4000.0,968000.0,55,450000.0
1969,72,77,8000.0,7200000.0,75,3500000.0
1970,75,75,20000.0,9000000.0,70,4500000.0
1971,66,72,5000.0,4622436.456796832,63,900000.0
1972,66,66,2000.0,569000.0,62,325000.0
1973,73,77,16000.0,9500000.0,62,4300000.0
1974,73,81,9000.0,4622436.456796832,68,5000000.0
1975,68,68,24000.0,4622436.456796832,66,575000.0
1976,60,60,1000.0,203000.0,57,140000.0
1977,72,77,13000.0,5400000.0,66,3400000.0
1978,62,63,1000.0,384000.0,52,290000.0
1979,70,72,26000.0,3500000.0,60,1800000.0
1980,62,65,1000.0,593000.0,51,325000.0
1981,64,66,1000.0,921000.0,59,550000.0
1982,56,67,1000.0,272000.0,42,160000.0
1983,52,62,1000.0,93000.0,41,60000.0
1984,71,75,11000.0,4622436.456796832,64,2600000.0
1985,61,68,3000.0,495000.0,48,300000.0
1986,66,73,2000.0,1300000.0,65,925000.0
1987,57,77,1000.0,504000.0,55,210000.0
1988,58,64,1000.0,233000.0,56,150000.0
1989,62,62,2000.0,123000.0,61,70000.0
1990,68,77,1000.0,2100000.0,65,1400000.0
1991,64,64,3000.0,4622436.456796832,60,475000.0
1992,68,75,3000.0,1500000.0,63,925000.0
1993,72,76,18000.0,6300000.0,69,3400000.0
1994,70,81,2000.0,5900000.0,73,2600000.0
1995,71,78,25000.0,7100000.0,70,3400000.0
1996,54,68,1000.0,244000.0,53,130000.0
1997,56,65,2000.0,231000.0,39,110000.0
1998,68,68,3000.0,698000.0,67,450000.0
1999,74,74,18000.0,5700000.0,69,4400000.0
2000,56,64,1000.0,189000.0,54,130000.0
2001,66,69,9000.0,4622436.456796832,55,825000.0
2002,59,72,1000.0,506000.0,55,270000.0
2003,61,72,2000.0,560000.0,49,350000.0
2004,72,73,13000.0,4500000.0,62,2800000.0
2005,73,79,40000.0,9800000.0,70,4600000.0
2006,69,69,2000.0,1800000.0,55,1200000.0
2007,62,66,1000.0,439000.0,59,270000.0
2008,62,66,1000.0,371000.0,64,280000.0
2009,65,75,9000.0,4622436.456796832,55,875000.0
2010,59,66,1000.0,342000.0,53,190000.0
2011,69,69,4000.0,1600000.0,67,1100000.0
2012,62,64,1000.0,428000.0,58,300000.0
2013,56,72,1000.0,473000.0,58,180000.0
2014,68,68,5000.0,1100000.0,72,525000.0
2015,67,68,3000.0,1400000.0,61,875000.0
